"artist_name","track_name","album_name","danceability","lyric"
"Taylor Swift","The Last Time","Red",0.505,"I'm aching, run fast"
"Taylor Swift","The Last Time","Red",0.505,"Nowhere to hide"
"Taylor Swift","The Last Time","Red",0.505,"Just you and me"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time I'm asking you this"
"Taylor Swift","The Last Time","Red",0.505,"Put my name at the top of your list"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time I'm asking you why"
"Taylor Swift","The Last Time","Red",0.505,"You break my heart in the blink of an eye (Eye, eye)"
"Taylor Swift","The Last Time","Red",0.505,NA
"Taylor Swift","The Last Time","Red",0.505,"This is the last time you tell me I've got it wrong"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time I say it's been you all along"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time I let you in my door"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time, I won't hurt you anymore"
"Taylor Swift","The Last Time","Red",0.505,"Oh-ho, oh-ho, oh-ho, oh-ho"
"Taylor Swift","The Last Time","Red",0.505,"Oh-ho, oh-ho, oh-ho, oh-ho"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time I'm asking you this"
"Taylor Swift","The Last Time","Red",0.505,"Put my name at the top of your list"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time I'm asking you why"
"Taylor Swift","The Last Time","Red",0.505,"You break my heart in the blink of an eye"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time I'm asking you this(This is the last time I'm asking you this)"
"Taylor Swift","The Last Time","Red",0.505,"Put my name at the top of your list(Put my name at the top of your list)"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time I'm asking you why(This is the last time I'm asking you why)"
"Taylor Swift","The Last Time","Red",0.505,"You break my heart in the blink of an eye(You break my heart)"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time I'm asking you, last time I'm asking you"
"Taylor Swift","The Last Time","Red",0.505,"Last time I'm asking you this"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time I'm asking you, last time I'm asking you"
"Taylor Swift","The Last Time","Red",0.505,"Last time I'm asking you this"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time I'm asking you, last time I'm asking you"
"Taylor Swift","The Last Time","Red",0.505,"Last time I'm asking you this"
"Taylor Swift","The Last Time","Red",0.505,"This is the last time I'm asking you, last time I'm asking you"
"Taylor Swift","The Last Time","Red",0.505,"Last time I'm asking you this"
"Taylor Swift","Holy Ground","Red",0.627,"I was reminiscing just the other day"
"Taylor Swift","Holy Ground","Red",0.627,"While having coffee all alone, and Lord, it took me away"
"Taylor Swift","Holy Ground","Red",0.627,"Back to a first-glance feeling on New York time"
"Taylor Swift","Holy Ground","Red",0.627,"Back when you fit in my poems like a perfect rhyme"
"Taylor Swift","Holy Ground","Red",0.627,"Took off faster than a green light, go"
"Taylor Swift","Holy Ground","Red",0.627,"Hey, you skip the conversation when you already know"
"Taylor Swift","Holy Ground","Red",0.627,"I left a note on the door with a joke we'd made"
"Taylor Swift","Holy Ground","Red",0.627,"And that was the first day"
"Taylor Swift","Holy Ground","Red",0.627,"And darling, it was good"
"Taylor Swift","Holy Ground","Red",0.627,"Never looking down"
"Taylor Swift","Holy Ground","Red",0.627,"And right there where we stood"
"Taylor Swift","Holy Ground","Red",0.627,"Was holy ground"
"Taylor Swift","Holy Ground","Red",0.627,"Spinning like a girl in a brand new dress"
"Taylor Swift","Holy Ground","Red",0.627,"We had this big wide city all to ourselves"
"Taylor Swift","Holy Ground","Red",0.627,"We blocked the noise with the sound of, ""I need you"""
"Taylor Swift","Holy Ground","Red",0.627,"And for the first time, I had something to lose"
"Taylor Swift","Holy Ground","Red",0.627,"And I guess we fell apart in the usual way"
"Taylor Swift","Holy Ground","Red",0.627,"And the story's got dust on every page"
"Taylor Swift","Holy Ground","Red",0.627,"But sometimes, I wonder how you think about it now"
"Taylor Swift","Holy Ground","Red",0.627,"And I see your face in every crowd"
"Taylor Swift","Holy Ground","Red",0.627,"'Cause darling, it was good"
"Taylor Swift","Holy Ground","Red",0.627,"Never looking down"
"Taylor Swift","Holy Ground","Red",0.627,"And right there where we stood"
"Taylor Swift","Holy Ground","Red",0.627,"Was holy ground"
"Taylor Swift","Holy Ground","Red",0.627,"Tonight, I'm gonna dance"
"Taylor Swift","Holy Ground","Red",0.627,"For all that we've been through"
"Taylor Swift","Holy Ground","Red",0.627,"But I don't wanna dance"
"Taylor Swift","Holy Ground","Red",0.627,"If I'm not dancing with you"
"Taylor Swift","Holy Ground","Red",0.627,"Tonight, I'm gonna dance"
"Taylor Swift","Holy Ground","Red",0.627,"Like you were in this room"
"Taylor Swift","Holy Ground","Red",0.627,"But I don't wanna dance"
"Taylor Swift","Holy Ground","Red",0.627,"If I'm not dancing with you"
"Taylor Swift","Holy Ground","Red",0.627,"It was good"
"Taylor Swift","Holy Ground","Red",0.627,"Never looking down"
"Taylor Swift","Holy Ground","Red",0.627,"And right there where we stood"
"Taylor Swift","Holy Ground","Red",0.627,"Was holy ground"
"Taylor Swift","Holy Ground","Red",0.627,"Tonight, I'm gonna dance"
"Taylor Swift","Holy Ground","Red",0.627,"For all that we've been through"
"Taylor Swift","Holy Ground","Red",0.627,"But I don't wanna dance"
"Taylor Swift","Holy Ground","Red",0.627,"If I'm not dancing with you"
"Taylor Swift","Holy Ground","Red",0.627,"Tonight, I'm gonna dance"
"Taylor Swift","Holy Ground","Red",0.627,"Like you were in this room"
"Taylor Swift","Holy Ground","Red",0.627,"But I don't wanna dance"
"Taylor Swift","Holy Ground","Red",0.627,"If I'm not dancing with you"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"Long handwritten note, deep in your pocket"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"Words, how little they mean, when you're a little too late"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"I stood right by the tracks, your face in a locket"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"Good girls, hopeful they'll be and long they will wait"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"We had a beautiful magic love affair"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"What a sad, beautiful, tragic love affair"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"In dreams, I meet you in warm conversation"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"We both wake in lonely beds, different cities"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"And time is taking its sweet time erasing you"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"And you've got your demons"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"And darling, they all look like me"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"'Cause we had a beautiful magic love there"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"What a sad, beautiful, tragic love affair"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"Distance, timing, breakdown, fighting"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"Silence, the train runs off its tracks"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"Kiss me, try to fix it, could you just try to listen?"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"Hang up, give up, and for the life of us we can't get back"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"A beautiful magic love there"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"What a sad, beautiful, tragic, beautiful, tragic, beautiful"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"What we had, a beautiful magic love there"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"What a sad, beautiful, tragic, love affair"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"We had a beautiful magic love there"
"Taylor Swift","Sad Beautiful Tragic","Red",0.624,"What a sad, beautiful, tragic love affair"
"Taylor Swift","The Lucky One","Red",0.706,"New to town with a made up name"
"Taylor Swift","The Lucky One","Red",0.706,"In the angel's city, chasing fortune and fame"
"Taylor Swift","The Lucky One","Red",0.706,"And the camera flashes make it look like a dream"
"Taylor Swift","The Lucky One","Red",0.706,"You had it figured out since you were in school"
"Taylor Swift","The Lucky One","Red",0.706,"Everybody loves pretty, everybody loves cool"
"Taylor Swift","The Lucky One","Red",0.706,"So overnight, you look like a sixties queen"
"Taylor Swift","The Lucky One","Red",0.706,"Another name goes up in lights"
"Taylor Swift","The Lucky One","Red",0.706,"Like diamonds in the sky"
"Taylor Swift","The Lucky One","Red",0.706,"And they'll tell you now, you're the lucky one"
"Taylor Swift","The Lucky One","Red",0.706,"Yeah, they'll tell you now, you're the lucky one"
"Taylor Swift","The Lucky One","Red",0.706,"But can you tell me now, you're the lucky one?"
"Taylor Swift","The Lucky One","Red",0.706,"Oh, oh, oh"
"Taylor Swift","The Lucky One","Red",0.706,"Now, it's big black cars and Riviera views"
"Taylor Swift","The Lucky One","Red",0.706,"And your lover in the foyer doesn't even know you"
"Taylor Swift","The Lucky One","Red",0.706,"And your secrets end up splashed on the news front page"
"Taylor Swift","The Lucky One","Red",0.706,"And they tell you that you're lucky, but you're so confused"
"Taylor Swift","The Lucky One","Red",0.706,"'Cause you don't feel pretty, you just feel used"
"Taylor Swift","The Lucky One","Red",0.706,"And all the young things line up to take your place"
"Taylor Swift","The Lucky One","Red",0.706,"Another name goes up in lights"
"Taylor Swift","The Lucky One","Red",0.706,"You wonder if you'll make it out alive"
"Taylor Swift","The Lucky One","Red",0.706,"And they'll tell you now, you're the lucky one"
"Taylor Swift","The Lucky One","Red",0.706,"Yeah, they'll tell you now, you're the lucky one"
"Taylor Swift","The Lucky One","Red",0.706,"But can you tell me now, you're the lucky one?"
"Taylor Swift","The Lucky One","Red",0.706,"Oh, oh, oh"
"Taylor Swift","The Lucky One","Red",0.706,"It was a few years later, I showed up here"
"Taylor Swift","The Lucky One","Red",0.706,"And they still tell the legend of how you disappeared"
"Taylor Swift","The Lucky One","Red",0.706,"How you took the money and your dignity, and got the hell out"
"Taylor Swift","The Lucky One","Red",0.706,"They say you bought a bunch of land somewhere"
"Taylor Swift","The Lucky One","Red",0.706,"Chose the rose garden over Madison Square"
"Taylor Swift","The Lucky One","Red",0.706,"And it took some time, but I understand it now"
"Taylor Swift","The Lucky One","Red",0.706,"‘Cause now my name is up in lights"
"Taylor Swift","The Lucky One","Red",0.706,"But I think you got it right"
"Taylor Swift","The Lucky One","Red",0.706,"Let me tell you now, you're the lucky one"
"Taylor Swift","The Lucky One","Red",0.706,"Let me tell you now, you're the lucky one"
"Taylor Swift","The Lucky One","Red",0.706,"Let me tell you now, you're the lucky one, oh, oh, oh"
"Taylor Swift","The Lucky One","Red",0.706,"And they'll tell you now, you're the lucky one"
"Taylor Swift","The Lucky One","Red",0.706,"Yeah, they'll tell you now, you're the lucky one"
"Taylor Swift","The Lucky One","Red",0.706,"And they'll tell you now, you're the lucky one, oh, oh, oh"
"Taylor Swift","The Lucky One","Red",0.706,"Oh, whoa, oh, oh"
"Taylor Swift","Everything Has Changed","Red",0.624,"(You good to go?)"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I knew this morning when I woke"
"Taylor Swift","Everything Has Changed","Red",0.624,"Is I know something now"
"Taylor Swift","Everything Has Changed","Red",0.624,"Know something now I didn't before"
"Taylor Swift","Everything Has Changed","Red",0.624,"And all I've seen since 18 hours ago"
"Taylor Swift","Everything Has Changed","Red",0.624,"Is green eyes and freckles and your smile"
"Taylor Swift","Everything Has Changed","Red",0.624,"In the back of my mind, making me feel like"
"Taylor Swift","Everything Has Changed","Red",0.624,"I just wanna know you better"
"Taylor Swift","Everything Has Changed","Red",0.624,"Know you better, know you better now"
"Taylor Swift","Everything Has Changed","Red",0.624,"I just wanna know you better"
"Taylor Swift","Everything Has Changed","Red",0.624,"Know you better, know you better now"
"Taylor Swift","Everything Has Changed","Red",0.624,"I just wanna know you better"
"Taylor Swift","Everything Has Changed","Red",0.624,"Know you better, know you better now"
"Taylor Swift","Everything Has Changed","Red",0.624,"I just wanna know you, know you, know you"
"Taylor Swift","Everything Has Changed","Red",0.624,"'Cause all I know is we said, ""Hello"""
"Taylor Swift","Everything Has Changed","Red",0.624,"And your eyes look like coming home"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know is a simple name"
"Taylor Swift","Everything Has Changed","Red",0.624,"Everything has changed"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know is you held the door"
"Taylor Swift","Everything Has Changed","Red",0.624,"You'll be mine and I'll be yours"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know since yesterday"
"Taylor Swift","Everything Has Changed","Red",0.624,"Is everything has changed"
"Taylor Swift","Everything Has Changed","Red",0.624,"And all my walls stood tall, painted blue"
"Taylor Swift","Everything Has Changed","Red",0.624,"And I'll take 'em down, take 'em down"
"Taylor Swift","Everything Has Changed","Red",0.624,"And open up the door for you"
"Taylor Swift","Everything Has Changed","Red",0.624,"And all I feel in my stomach is butterflies"
"Taylor Swift","Everything Has Changed","Red",0.624,"The beautiful kind, making up for lost time"
"Taylor Swift","Everything Has Changed","Red",0.624,"Taking flight, making me feel right"
"Taylor Swift","Everything Has Changed","Red",0.624,"I just wanna know you better"
"Taylor Swift","Everything Has Changed","Red",0.624,"Know you better, know you better now"
"Taylor Swift","Everything Has Changed","Red",0.624,"I just wanna know you better"
"Taylor Swift","Everything Has Changed","Red",0.624,"Know you better, know you better now"
"Taylor Swift","Everything Has Changed","Red",0.624,"I just wanna know you better"
"Taylor Swift","Everything Has Changed","Red",0.624,"Know you better, know you better now"
"Taylor Swift","Everything Has Changed","Red",0.624,"I just wanna know you, know you, know you"
"Taylor Swift","Everything Has Changed","Red",0.624,"'Cause all I know is we said, ""Hello"""
"Taylor Swift","Everything Has Changed","Red",0.624,"And your eyes look like coming home"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know is a simple name"
"Taylor Swift","Everything Has Changed","Red",0.624,"Everything has changed"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know is you held the door"
"Taylor Swift","Everything Has Changed","Red",0.624,"You'll be mine and I'll be yours"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know since yesterday"
"Taylor Swift","Everything Has Changed","Red",0.624,"Is everything has changed"
"Taylor Swift","Everything Has Changed","Red",0.624,"Come back and tell me why"
"Taylor Swift","Everything Has Changed","Red",0.624,"I'm feeling like I've missed you all this time"
"Taylor Swift","Everything Has Changed","Red",0.624,"And meet me there tonight"
"Taylor Swift","Everything Has Changed","Red",0.624,"And let me know that it's not all in my mind"
"Taylor Swift","Everything Has Changed","Red",0.624,"I just wanna know you better"
"Taylor Swift","Everything Has Changed","Red",0.624,"Know you better, know you better now"
"Taylor Swift","Everything Has Changed","Red",0.624,"I just wanna know you, know you, know you"
"Taylor Swift","Everything Has Changed","Red",0.624,"'Cause all I know is we said, ""Hello"""
"Taylor Swift","Everything Has Changed","Red",0.624,"And your eyes look like coming home"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know is a simple name"
"Taylor Swift","Everything Has Changed","Red",0.624,"Everything has changed"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know is you held the door"
"Taylor Swift","Everything Has Changed","Red",0.624,"You'll be mine and I'll be yours"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know since yesterday"
"Taylor Swift","Everything Has Changed","Red",0.624,"Is everything has changed"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know is we said, ""Hello"""
"Taylor Swift","Everything Has Changed","Red",0.624,"So dust off your highest hopes"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know is pouring rain"
"Taylor Swift","Everything Has Changed","Red",0.624,"And everything has changed"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know is a new found grace"
"Taylor Swift","Everything Has Changed","Red",0.624,"All my days, I'll know your face"
"Taylor Swift","Everything Has Changed","Red",0.624,"All I know since yesterday"
"Taylor Swift","Everything Has Changed","Red",0.624,"Is everything has changed"
"Taylor Swift","Starlight","Red",0.649,"I said, ""Oh, my, what a marvelous tune"""
"Taylor Swift","Starlight","Red",0.649,"It was the best night, never would forget how we moved"
"Taylor Swift","Starlight","Red",0.649,"The whole place was dressed to the nines"
"Taylor Swift","Starlight","Red",0.649,"And we were dancing, dancing"
"Taylor Swift","Starlight","Red",0.649,"Like we're made of starlight"
"Taylor Swift","Starlight","Red",0.649,"Like we're made of starlight"
"Taylor Swift","Starlight","Red",0.649,"I met Bobby on the boardwalk, summer of '45"
"Taylor Swift","Starlight","Red",0.649,"Picked me up, late one night at the window"
"Taylor Swift","Starlight","Red",0.649,"We were 17 and crazy, running wild, wild"
"Taylor Swift","Starlight","Red",0.649,"Can't remember what song it was playing when we walked in"
"Taylor Swift","Starlight","Red",0.649,"The night we snuck into a yacht club party"
"Taylor Swift","Starlight","Red",0.649,"Pretending to be a duchess and a prince"
"Taylor Swift","Starlight","Red",0.649,"And I said, ""Oh, my, what a marvelous tune"""
"Taylor Swift","Starlight","Red",0.649,"It was the best night, never would forget how we moved"
"Taylor Swift","Starlight","Red",0.649,"The whole place was dressed to the nines"
"Taylor Swift","Starlight","Red",0.649,"And we were dancing, dancing"
"Taylor Swift","Starlight","Red",0.649,"Like we're made of starlight, starlight"
"Taylor Swift","Starlight","Red",0.649,"Like we're made of starlight, starlight"
"Taylor Swift","Starlight","Red",0.649,"He said, ""Look at you"
"Taylor Swift","Starlight","Red",0.649,"Worrying so much about things you can't change"
"Taylor Swift","Starlight","Red",0.649,"You'll spend your whole life singing the blues"
"Taylor Swift","Starlight","Red",0.649,"If you keep thinking that way""He was trying to skip rocks on the ocean, saying to me"
"Taylor Swift","Starlight","Red",0.649,"""Don't you see the starlight, starlight?"
"Taylor Swift","Starlight","Red",0.649,"Don't you dream impossible things?"""
"Taylor Swift","Starlight","Red",0.649,"Like, ""Oh, my, what a marvelous tune"""
"Taylor Swift","Starlight","Red",0.649,"It was the best night, never would forget how we moved"
"Taylor Swift","Starlight","Red",0.649,"The whole place was dressed to the nines"
"Taylor Swift","Starlight","Red",0.649,"And we were dancing, dancing"
"Taylor Swift","Starlight","Red",0.649,"Like we're made of starlight, starlight"
"Taylor Swift","Starlight","Red",0.649,"Like we're made of starlight, starlight"
"Taylor Swift","Starlight","Red",0.649,"Ooh, ooh, he's talking crazy"
"Taylor Swift","Starlight","Red",0.649,"Ooh, ooh, dancing with me"
"Taylor Swift","Starlight","Red",0.649,"Ooh, ooh, we could get married"
"Taylor Swift","Starlight","Red",0.649,"Have ten kids and teach 'em how to dream"
"Taylor Swift","Starlight","Red",0.649,NA
"Taylor Swift","Starlight","Red",0.649,"Oh, my, what a marvelous tune"
"Taylor Swift","Starlight","Red",0.649,"It was the best night, never would forget how we moved"
"Taylor Swift","Starlight","Red",0.649,"The whole place was dressed to the nines"
"Taylor Swift","Starlight","Red",0.649,"And we were dancing, dancing"
"Taylor Swift","Starlight","Red",0.649,"Like we're made of starlight, starlight"
"Taylor Swift","Starlight","Red",0.649,"Like we're made of starlight, starlight"
"Taylor Swift","Starlight","Red",0.649,"Like we're made of starlight, starlight"
"Taylor Swift","Starlight","Red",0.649,"Like we dream impossible dreams"
"Taylor Swift","Starlight","Red",0.649,"Like starlight, starlight"
"Taylor Swift","Starlight","Red",0.649,"Like we dream impossible dreams"
"Taylor Swift","Starlight","Red",0.649,"Don't you see the starlight, starlight?"
"Taylor Swift","Starlight","Red",0.649,"Don't you dream impossible things?"
"Taylor Swift","Begin Again","Red",0.53,"Took a deep breath in the mirror"
"Taylor Swift","Begin Again","Red",0.53,"He didn't like it when I wore high heels, but I do"
"Taylor Swift","Begin Again","Red",0.53,"Turn the lock and put my headphones on"
"Taylor Swift","Begin Again","Red",0.53,"He always said he didn't get this song but I do, I do"
"Taylor Swift","Begin Again","Red",0.53,"Walked in, expecting you'd be late"
"Taylor Swift","Begin Again","Red",0.53,"But you got here early and you stand and wave"
"Taylor Swift","Begin Again","Red",0.53,"I walk to you"
"Taylor Swift","Begin Again","Red",0.53,"You pull my chair out and help me in"
"Taylor Swift","Begin Again","Red",0.53,"And you don't know how nice that is, but I do"
"Taylor Swift","Begin Again","Red",0.53,"And you throw your head back laughing like a little kid"
"Taylor Swift","Begin Again","Red",0.53,"I think it's strange that you think I'm funny 'cause he never did"
"Taylor Swift","Begin Again","Red",0.53,"I've been spending the last eight months"
"Taylor Swift","Begin Again","Red",0.53,"Thinking all love ever does is break and burn and end"
"Taylor Swift","Begin Again","Red",0.53,"But on a Wednesday in a café, I watched it begin again"
"Taylor Swift","Begin Again","Red",0.53,"You said you never met one girl who"
"Taylor Swift","Begin Again","Red",0.53,"Had as many James Taylor records as you, but I do"
"Taylor Swift","Begin Again","Red",0.53,"We tell stories and you don't know why"
"Taylor Swift","Begin Again","Red",0.53,"I'm coming off a little shy, but I do"
"Taylor Swift","Begin Again","Red",0.53,"But you throw your head back laughing like a little kid"
"Taylor Swift","Begin Again","Red",0.53,"I think it's strange that you think I'm funny 'cause he never did"
"Taylor Swift","Begin Again","Red",0.53,"I've been spending the last eight months"
"Taylor Swift","Begin Again","Red",0.53,"Thinking all love ever does is break and burn and end"
"Taylor Swift","Begin Again","Red",0.53,"But on a Wednesday in a café, I watched it begin again"
"Taylor Swift","Begin Again","Red",0.53,"And we walked down the block to my car"
"Taylor Swift","Begin Again","Red",0.53,"And I almost brought him up"
"Taylor Swift","Begin Again","Red",0.53,"But you start to talk"
"Taylor Swift","Begin Again","Red",0.53,"About the movies that your family watches"
"Taylor Swift","Begin Again","Red",0.53,"Every single Christmas, and I will talk about that"
